username,time,correct,scores


aditi,37,3
aditi,62,3
def,53,2
def,59,3
def,108,4
aditi,50,2
aditi,49,2
aditi,38,1
aditi,30,1
def,41,1

abc,101,2
aditi,26,3
aditi,31,3
aditi,41,1
def,37,4
aditi,34,3
def,27,3
def,33,3
def,48,3
def           ,53,3
def,61,3
def	,38,3
def	,29,3
def	,37,3
def ,38,3
def,29,3
def,55,3
def ,62,4
def   ,48,3
def,29,3
def ,33,3
def,27,3
def,57,3
def,33,3
def,29,3
def,29,3
def,35,3
